task,split,seed,method,example_id,sequence_length,query_pos,reference_delta,target_delta,target_pos,label_token,target_probability,target_rank,top1_hit,top1_confidence,chosen_pos,chosen_delta,chosen_token,chosen_bias
exact_offset_passkey,validation,313,no_position,exact_offset_passkey_validation_seed313_L40_003,40,39,12,12,27,82,0.0,83,0.0,1.0,0,39,75,0.0
exact_offset_passkey,validation,313,no_position,exact_offset_passkey_validation_seed313_L40_004,40,39,9,9,30,86,0.0,87,0.0,1.0,0,39,37,0.0
exact_offset_passkey,validation,313,no_position,exact_offset_passkey_validation_seed313_L40_005,40,39,5,5,34,89,0.0,90,0.0,1.0,0,39,55,0.0
exact_offset_passkey,test,313,no_position,exact_offset_passkey_test_seed313_L48_000,48,47,24,24,23,49,0.0,51,0.0,1.0,0,47,58,0.0
exact_offset_passkey,test,313,no_position,exact_offset_passkey_test_seed313_L48_001,48,47,30,30,17,62,0.0,64,0.0,1.0,0,47,107,0.0
exact_offset_passkey,test,313,no_position,exact_offset_passkey_test_seed313_L48_002,48,47,34,34,13,73,0.0,74,0.0,1.0,0,47,20,0.0
exact_offset_passkey,test,313,no_position,exact_offset_passkey_test_seed313_L48_003,48,47,9,9,38,55,0.0,57,0.0,1.0,0,47,73,0.0
exact_offset_passkey,test,313,no_position,exact_offset_passkey_test_seed313_L48_004,48,47,15,15,32,68,0.0,70,0.0,1.0,0,47,75,0.0
exact_offset_passkey,test,313,no_position,exact_offset_passkey_test_seed313_L48_005,48,47,17,17,30,77,0.0,78,0.0,1.0,0,47,43,0.0
exact_offset_passkey,test,313,no_position,exact_offset_passkey_test_seed313_L64_000,64,63,40,40,23,17,0.0,19,0.0,1.0,0,63,28,0.0
exact_offset_passkey,test,313,no_position,exact_offset_passkey_test_seed313_L64_001,64,63,16,16,47,0,0.0,2,0.0,1.0,0,63,61,0.0
exact_offset_passkey,test,313,no_position,exact_offset_passkey_test_seed313_L64_002,64,63,11,11,52,2,0.0,4,0.0,1.0,0,63,97,0.0
exact_offset_passkey,test,313,no_position,exact_offset_passkey_test_seed313_L64_003,64,63,17,17,46,15,0.0,17,0.0,1.0,0,63,22,0.0
exact_offset_passkey,test,313,no_position,exact_offset_passkey_test_seed313_L64_004,64,63,55,55,8,60,0.0,62,0.0,1.0,0,63,75,0.0
exact_offset_passkey,test,313,no_position,exact_offset_passkey_test_seed313_L64_005,64,63,37,37,26,49,0.0,50,0.0,1.0,0,63,34,0.0
exact_offset_passkey,train,313,sinusoidal,exact_offset_passkey_train_seed313_L24_000,24,23,6,6,17,103,1.0,1,1.0,1.0,17,6,103,1.0
exact_offset_passkey,train,313,sinusoidal,exact_offset_passkey_train_seed313_L24_001,24,23,13,13,10,5,1.0,1,1.0,1.0,10,13,5,1.0
exact_offset_passkey,train,313,sinusoidal,exact_offset_passkey_train_seed313_L24_002,24,23,15,15,8,14,1.0,1,1.0,1.0,8,15,14,1.0
exact_offset_passkey,train,313,sinusoidal,exact_offset_passkey_train_seed313_L24_003,24,23,9,9,14,15,1.0,1,1.0,1.0,14,9,15,1.0
exact_offset_passkey,train,313,sinusoidal,exact_offset_passkey_train_seed313_L24_004,24,23,20,20,3,33,1.0,1,1.0,1.0,3,20,33,1.0
exact_offset_passkey,train,313,sinusoidal,exact_offset_passkey_train_seed313_L24_005,24,23,11,11,12,31,1.0,1,1.0,1.0,12,11,31,1.0
exact_offset_passkey,train,313,sinusoidal,exact_offset_passkey_train_seed313_L32_000,32,31,8,8,23,81,1.0,1,1.0,1.0,23,8,81,1.0
exact_offset_passkey,train,313,sinusoidal,exact_offset_passkey_train_seed313_L32_001,32,31,14,14,17,94,1.0,1,1.0,1.0,17,14,94,1.0
exact_offset_passkey,train,313,sinusoidal,exact_offset_passkey_train_seed313_L32_002,32,31,9,9,22,96,1.0,1,1.0,1.0,22,9,96,1.0
exact_offset_passkey,train,313,sinusoidal,exact_offset_passkey_train_seed313_L32_003,32,31,19,19,12,1,1.0,1,1.0,1.0,12,19,1,1.0
exact_offset_passkey,train,313,sinusoidal,exact_offset_passkey_train_seed313_L32_004,32,31,9,9,22,110,1.0,1,1.0,1.0,22,9,110,1.0
exact_offset_passkey,train,313,sinusoidal,exact_offset_passkey_train_seed313_L32_005,32,31,26,26,5,22,1.0,1,1.0,1.0,5,26,22,1.0
exact_offset_passkey,validation,313,sinusoidal,exact_offset_passkey_validation_seed313_L40_000,40,39,34,34,5,83,1.0,1,1.0,1.0,5,34,83,1.0
exact_offset_passkey,validation,313,sinusoidal,exact_offset_passkey_validation_seed313_L40_001,40,39,11,11,28,67,1.0,1,1.0,1.0,28,11,67,1.0
exact_offset_passkey,validation,313,sinusoidal,exact_offset_passkey_validation_seed313_L40_002,40,39,31,31,8,94,1.0,1,1.0,1.0,8,31,94,1.0
exact_offset_passkey,validation,313,sinusoidal,exact_offset_passkey_validation_seed313_L40_003,40,39,12,12,27,82,1.0,1,1.0,1.0,27,12,82,1.0
exact_offset_passkey,validation,313,sinusoidal,exact_offset_passkey_validation_seed313_L40_004,40,39,9,9,30,86,1.0,1,1.0,1.0,30,9,86,1.0
exact_offset_passkey,validation,313,sinusoidal,exact_offset_passkey_validation_seed313_L40_005,40,39,5,5,34,89,0.0,90,0.0,1.0,2,37,80,1.0
exact_offset_passkey,test,313,sinusoidal,exact_offset_passkey_test_seed313_L48_000,48,47,24,24,23,49,1.0,1,1.0,1.0,23,24,49,1.0
exact_offset_passkey,test,313,sinusoidal,exact_offset_passkey_test_seed313_L48_001,48,47,30,30,17,62,1.0,1,1.0,1.0,17,30,62,1.0
exact_offset_passkey,test,313,sinusoidal,exact_offset_passkey_test_seed313_L48_002,48,47,34,34,13,73,1.0,1,1.0,1.0,13,34,73,1.0
exact_offset_passkey,test,313,sinusoidal,exact_offset_passkey_test_seed313_L48_003,48,47,9,9,38,55,0.0,57,0.0,1.0,6,41,80,1.0
exact_offset_passkey,test,313,sinusoidal,exact_offset_passkey_test_seed313_L48_004,48,47,15,15,32,68,0.0,70,0.0,1.0,0,47,75,1.0
exact_offset_passkey,test,313,sinusoidal,exact_offset_passkey_test_seed313_L48_005,48,47,17,17,30,77,1.0,1,1.0,1.0,30,17,77,1.0
exact_offset_passkey,test,313,sinusoidal,exact_offset_passkey_test_seed313_L64_000,64,63,40,40,23,17,1.0,1,1.0,1.0,23,40,17,1.0
exact_offset_passkey,test,313,sinusoidal,exact_offset_passkey_test_seed313_L64_001,64,63,16,16,47,0,0.0,2,0.0,1.0,15,48,109,1.0
exact_offset_passkey,test,313,sinusoidal,exact_offset_passkey_test_seed313_L64_002,64,63,11,11,52,2,0.0,4,0.0,1.0,20,43,88,1.0
exact_offset_passkey,test,313,sinusoidal,exact_offset_passkey_test_seed313_L64_003,64,63,17,17,46,15,0.0,16,0.0,1.0,14,49,4,1.0
exact_offset_passkey,test,313,sinusoidal,exact_offset_passkey_test_seed313_L64_004,64,63,55,55,8,60,1.0,1,1.0,1.0,8,55,60,1.0
exact_offset_passkey,test,313,sinusoidal,exact_offset_passkey_test_seed313_L64_005,64,63,37,37,26,49,1.0,1,1.0,1.0,26,37,49,1.0
exact_offset_passkey,train,313,alibi,exact_offset_passkey_train_seed313_L24_000,24,23,6,6,17,103,0.0,104,0.0,1.0,22,1,91,-0.043478
exact_offset_passkey,train,313,alibi,exact_offset_passkey_train_seed313_L24_001,24,23,13,13,10,5,0.0,7,0.0,1.0,22,1,46,-0.043478
exact_offset_passkey,train,313,alibi,exact_offset_passkey_train_seed313_L24_002,24,23,15,15,8,14,0.0,16,0.0,1.0,22,1,22,-0.043478
exact_offset_passkey,train,313,alibi,exact_offset_passkey_train_seed313_L24_003,24,23,9,9,14,15,0.0,16,0.0,1.0,22,1,1,-0.043478
exact_offset_passkey,train,313,alibi,exact_offset_passkey_train_seed313_L24_004,24,23,20,20,3,33,0.0,34,0.0,1.0,22,1,10,-0.043478
exact_offset_passkey,train,313,alibi,exact_offset_passkey_train_seed313_L24_005,24,23,11,11,12,31,0.0,33,0.0,1.0,22,1,53,-0.043478
exact_offset_passkey,train,313,alibi,exact_offset_passkey_train_seed313_L32_000,32,31,8,8,23,81,0.0,82,0.0,1.0,30,1,33,-0.032258
exact_offset_passkey,train,313,alibi,exact_offset_passkey_train_seed313_L32_001,32,31,14,14,17,94,0.0,95,0.0,1.0,30,1,62,-0.032258
exact_offset_passkey,train,313,alibi,exact_offset_passkey_train_seed313_L32_002,32,31,9,9,22,96,0.0,97,0.0,1.0,30,1,55,-0.032258
exact_offset_passkey,train,313,alibi,exact_offset_passkey_train_seed313_L32_003,32,31,19,19,12,1,0.0,3,0.0,1.0,30,1,88,-0.032258
exact_offset_passkey,train,313,alibi,exact_offset_passkey_train_seed313_L32_004,32,31,9,9,22,110,0.0,111,0.0,1.0,30,1,108,-0.032258
exact_offset_passkey,train,313,alibi,exact_offset_passkey_train_seed313_L32_005,32,31,26,26,5,22,0.0,23,0.0,1.0,30,1,0,-0.032258
exact_offset_passkey,validation,313,alibi,exact_offset_passkey_validation_seed313_L40_000,40,39,34,34,5,83,0.0,85,0.0,1.0,38,1,102,-0.025641
exact_offset_passkey,validation,313,alibi,exact_offset_passkey_validation_seed313_L40_001,40,39,11,11,28,67,0.0,68,0.0,1.0,38,1,1,-0.025641
exact_offset_passkey,validation,313,alibi,exact_offset_passkey_validation_seed313_L40_002,40,39,31,31,8,94,0.0,95,0.0,1.0,38,1,88,-0.025641
exact_offset_passkey,validation,313,alibi,exact_offset_passkey_validation_seed313_L40_003,40,39,12,12,27,82,0.0,83,0.0,1.0,38,1,11,-0.025641
exact_offset_passkey,validation,313,alibi,exact_offset_passkey_validation_seed313_L40_004,40,39,9,9,30,86,0.0,87,0.0,1.0,38,1,38,-0.025641
exact_offset_passkey,validation,313,alibi,exact_offset_passkey_validation_seed313_L40_005,40,39,5,5,34,89,0.0,90,0.0,1.0,38,1,37,-0.025641
exact_offset_passkey,test,313,alibi,exact_offset_passkey_test_seed313_L48_000,48,47,24,24,23,49,0.0,51,0.0,1.0,46,1,111,-0.021277
exact_offset_passkey,test,313,alibi,exact_offset_passkey_test_seed313_L48_001,48,47,30,30,17,62,0.0,64,0.0,1.0,46,1,77,-0.021277
exact_offset_passkey,test,313,alibi,exact_offset_passkey_test_seed313_L48_002,48,47,34,34,13,73,0.0,75,0.0,1.0,46,1,79,-0.021277
exact_offset_passkey,test,313,alibi,exact_offset_passkey_test_seed313_L48_003,48,47,9,9,38,55,0.0,56,0.0,1.0,46,1,27,-0.021277
exact_offset_passkey,test,313,alibi,exact_offset_passkey_test_seed313_L48_004,48,47,15,15,32,68,0.0,69,0.0,1.0,46,1,20,-0.021277
exact_offset_passkey,test,313,alibi,exact_offset_passkey_test_seed313_L48_005,48,47,17,17,30,77,0.0,78,0.0,1.0,46,1,72,-0.021277
exact_offset_passkey,test,313,alibi,exact_offset_passkey_test_seed313_L64_000,64,63,40,40,23,17,0.0,19,0.0,1.0,62,1,83,-0.015873
exact_offset_passkey,test,313,alibi,exact_offset_passkey_test_seed313_L64_001,64,63,16,16,47,0,0.0,2,0.0,1.0,62,1,91,-0.015873
exact_offset_passkey,test,313,alibi,exact_offset_passkey_test_seed313_L64_002,64,63,11,11,52,2,0.0,4,0.0,1.0,62,1,37,-0.015873
exact_offset_passkey,test,313,alibi,exact_offset_passkey_test_seed313_L64_003,64,63,17,17,46,15,0.0,16,0.0,1.0,62,1,8,-0.015873
exact_offset_passkey,test,313,alibi,exact_offset_passkey_test_seed313_L64_004,64,63,55,55,8,60,0.0,62,0.0,1.0,62,1,75,-0.015873
exact_offset_passkey,test,313,alibi,exact_offset_passkey_test_seed313_L64_005,64,63,37,37,26,49,0.0,50,0.0,1.0,62,1,44,-0.015873
exact_offset_passkey,train,313,rope_relative,exact_offset_passkey_train_seed313_L24_000,24,23,6,6,17,103,1.0,1,1.0,1.0,17,6,103,1.0
exact_offset_passkey,train,313,rope_relative,exact_offset_passkey_train_seed313_L24_001,24,23,13,13,10,5,1.0,1,1.0,1.0,10,13,5,1.0
exact_offset_passkey,train,313,rope_relative,exact_offset_passkey_train_seed313_L24_002,24,23,15,15,8,14,1.0,1,1.0,1.0,8,15,14,1.0
exact_offset_passkey,train,313,rope_relative,exact_offset_passkey_train_seed313_L24_003,24,23,9,9,14,15,1.0,1,1.0,1.0,14,9,15,1.0
exact_offset_passkey,train,313,rope_relative,exact_offset_passkey_train_seed313_L24_004,24,23,20,20,3,33,1.0,1,1.0,1.0,3,20,33,1.0
exact_offset_passkey,train,313,rope_relative,exact_offset_passkey_train_seed313_L24_005,24,23,11,11,12,31,1.0,1,1.0,1.0,12,11,31,1.0
exact_offset_passkey,train,313,rope_relative,exact_offset_passkey_train_seed313_L32_000,32,31,8,8,23,81,1.0,1,1.0,1.0,23,8,81,1.0
exact_offset_passkey,train,313,rope_relative,exact_offset_passkey_train_seed313_L32_001,32,31,14,14,17,94,1.0,1,1.0,1.0,17,14,94,1.0
exact_offset_passkey,train,313,rope_relative,exact_offset_passkey_train_seed313_L32_002,32,31,9,9,22,96,1.0,1,1.0,1.0,22,9,96,1.0
exact_offset_passkey,train,313,rope_relative,exact_offset_passkey_train_seed313_L32_003,32,31,19,19,12,1,1.0,1,1.0,1.0,12,19,1,1.0
exact_offset_passkey,train,313,rope_relative,exact_offset_passkey_train_seed313_L32_004,32,31,9,9,22,110,1.0,1,1.0,1.0,22,9,110,1.0
exact_offset_passkey,train,313,rope_relative,exact_offset_passkey_train_seed313_L32_005,32,31,26,26,5,22,1.0,1,1.0,1.0,5,26,22,1.0
exact_offset_passkey,validation,313,rope_relative,exact_offset_passkey_validation_seed313_L40_000,40,39,34,34,5,83,1.0,1,1.0,1.0,5,34,83,1.0
exact_offset_passkey,validation,313,rope_relative,exact_offset_passkey_validation_seed313_L40_001,40,39,11,11,28,67,1.0,1,1.0,1.0,28,11,67,1.0
exact_offset_passkey,validation,313,rope_relative,exact_offset_passkey_validation_seed313_L40_002,40,39,31,31,8,94,1.0,1,1.0,1.0,8,31,94,1.0
exact_offset_passkey,validation,313,rope_relative,exact_offset_passkey_validation_seed313_L40_003,40,39,12,12,27,82,1.0,1,1.0,1.0,27,12,82,1.0
exact_offset_passkey,validation,313,rope_relative,exact_offset_passkey_validation_seed313_L40_004,40,39,9,9,30,86,1.0,1,1.0,1.0,30,9,86,1.0
exact_offset_passkey,validation,313,rope_relative,exact_offset_passkey_validation_seed313_L40_005,40,39,5,5,34,89,1.0,1,1.0,1.0,34,5,89,1.0
exact_offset_passkey,test,313,rope_relative,exact_offset_passkey_test_seed313_L48_000,48,47,24,24,23,49,1.0,1,1.0,1.0,23,24,49,1.0
exact_offset_passkey,test,313,rope_relative,exact_offset_passkey_test_seed313_L48_001,48,47,30,30,17,62,1.0,1,1.0,1.0,17,30,62,1.0
exact_offset_passkey,test,313,rope_relative,exact_offset_passkey_test_seed313_L48_002,48,47,34,34,13,73,1.0,1,1.0,1.0,13,34,73,1.0
exact_offset_passkey,test,313,rope_relative,exact_offset_passkey_test_seed313_L48_003,48,47,9,9,38,55,1.0,1,1.0,1.0,38,9,55,1.0
exact_offset_passkey,test,313,rope_relative,exact_offset_passkey_test_seed313_L48_004,48,47,15,15,32,68,1.0,1,1.0,1.0,32,15,68,1.0
exact_offset_passkey,test,313,rope_relative,exact_offset_passkey_test_seed313_L48_005,48,47,17,17,30,77,1.0,1,1.0,1.0,30,17,77,1.0
exact_offset_passkey,test,313,rope_relative,exact_offset_passkey_test_seed313_L64_000,64,63,40,40,23,17,1.0,1,1.0,1.0,23,40,17,1.0
exact_offset_passkey,test,313,rope_relative,exact_offset_passkey_test_seed313_L64_001,64,63,16,16,47,0,1.0,1,1.0,1.0,47,16,0,1.0
exact_offset_passkey,test,313,rope_relative,exact_offset_passkey_test_seed313_L64_002,64,63,11,11,52,2,1.0,1,1.0,1.0,52,11,2,1.0
exact_offset_passkey,test,313,rope_relative,exact_offset_passkey_test_seed313_L64_003,64,63,17,17,46,15,1.0,1,1.0,1.0,46,17,15,1.0
exact_offset_passkey,test,313,rope_relative,exact_offset_passkey_test_seed313_L64_004,64,63,55,55,8,60,1.0,1,1.0,1.0,8,55,60,1.0
exact_offset_passkey,test,313,rope_relative,exact_offset_passkey_test_seed313_L64_005,64,63,37,37,26,49,1.0,1,1.0,1.0,26,37,49,1.0
exact_offset_passkey,train,313,phasewrap_bias,exact_offset_passkey_train_seed313_L24_000,24,23,6,6,17,103,0.0,104,0.0,1.0,12,11,21,2.44949
exact_offset_passkey,train,313,phasewrap_bias,exact_offset_passkey_train_seed313_L24_001,24,23,13,13,10,5,0.0,7,0.0,1.0,5,18,67,2.44949
exact_offset_passkey,train,313,phasewrap_bias,exact_offset_passkey_train_seed313_L24_002,24,23,15,15,8,14,0.0,16,0.0,1.0,13,10,85,2.44949
exact_offset_passkey,train,313,phasewrap_bias,exact_offset_passkey_train_seed313_L24_003,24,23,9,9,14,15,0.0,16,0.0,1.0,9,14,8,2.44949
exact_offset_passkey,train,313,phasewrap_bias,exact_offset_passkey_train_seed313_L24_004,24,23,20,20,3,33,0.0,35,0.0,1.0,8,15,92,2.44949
exact_offset_passkey,train,313,phasewrap_bias,exact_offset_passkey_train_seed313_L24_005,24,23,11,11,12,31,0.0,32,0.0,1.0,17,6,17,2.44949
exact_offset_passkey,train,313,phasewrap_bias,exact_offset_passkey_train_seed313_L32_000,32,31,8,8,23,81,0.0,83,0.0,1.0,28,3,108,2.44949
exact_offset_passkey,train,313,phasewrap_bias,exact_offset_passkey_train_seed313_L32_001,32,31,14,14,17,94,0.0,95,0.0,1.0,12,19,70,2.44949
exact_offset_passkey,train,313,phasewrap_bias,exact_offset_passkey_train_seed313_L32_002,32,31,9,9,22,96,0.0,97,0.0,1.0,3,28,29,2.44949
exact_offset_passkey,train,313,phasewrap_bias,exact_offset_passkey_train_seed313_L32_003,32,31,19,19,12,1,0.0,3,0.0,1.0,17,14,78,2.44949
exact_offset_passkey,train,313,phasewrap_bias,exact_offset_passkey_train_seed313_L32_004,32,31,9,9,22,110,0.0,111,0.0,1.0,3,28,11,2.44949
exact_offset_passkey,train,313,phasewrap_bias,exact_offset_passkey_train_seed313_L32_005,32,31,26,26,5,22,0.0,24,0.0,1.0,0,31,25,2.44949
exact_offset_passkey,validation,313,phasewrap_bias,exact_offset_passkey_validation_seed313_L40_000,40,39,34,34,5,83,0.0,84,0.0,1.0,24,15,25,2.44949
exact_offset_passkey,validation,313,phasewrap_bias,exact_offset_passkey_validation_seed313_L40_001,40,39,11,11,28,67,0.0,69,0.0,1.0,33,6,106,2.44949
exact_offset_passkey,validation,313,phasewrap_bias,exact_offset_passkey_validation_seed313_L40_002,40,39,31,31,8,94,0.0,95,0.0,1.0,13,26,19,2.44949
exact_offset_passkey,validation,313,phasewrap_bias,exact_offset_passkey_validation_seed313_L40_003,40,39,12,12,27,82,0.0,83,0.0,1.0,32,7,14,2.44949
exact_offset_passkey,validation,313,phasewrap_bias,exact_offset_passkey_validation_seed313_L40_004,40,39,9,9,30,86,0.0,87,0.0,1.0,1,38,10,2.44949
exact_offset_passkey,validation,313,phasewrap_bias,exact_offset_passkey_validation_seed313_L40_005,40,39,5,5,34,89,0.0,91,0.0,1.0,15,24,101,2.44949
exact_offset_passkey,test,313,phasewrap_bias,exact_offset_passkey_test_seed313_L48_000,48,47,24,24,23,49,0.0,51,0.0,1.0,42,5,61,2.44949
exact_offset_passkey,test,313,phasewrap_bias,exact_offset_passkey_test_seed313_L48_001,48,47,30,30,17,62,0.0,64,0.0,1.0,22,25,76,2.44949
exact_offset_passkey,test,313,phasewrap_bias,exact_offset_passkey_test_seed313_L48_002,48,47,34,34,13,73,0.0,74,0.0,1.0,32,15,14,2.44949
exact_offset_passkey,test,313,phasewrap_bias,exact_offset_passkey_test_seed313_L48_003,48,47,9,9,38,55,0.0,56,0.0,1.0,9,38,17,2.44949
exact_offset_passkey,test,313,phasewrap_bias,exact_offset_passkey_test_seed313_L48_004,48,47,15,15,32,68,0.0,70,0.0,1.0,3,44,85,2.44949
exact_offset_passkey,test,313,phasewrap_bias,exact_offset_passkey_test_seed313_L48_005,48,47,17,17,30,77,0.0,79,0.0,1.0,25,22,99,2.44949
exact_offset_passkey,test,313,phasewrap_bias,exact_offset_passkey_test_seed313_L64_000,64,63,40,40,23,17,0.0,19,0.0,1.0,52,11,42,2.44949
exact_offset_passkey,test,313,phasewrap_bias,exact_offset_passkey_test_seed313_L64_001,64,63,16,16,47,0,0.0,2,0.0,1.0,18,45,59,2.44949
exact_offset_passkey,test,313,phasewrap_bias,exact_offset_passkey_test_seed313_L64_002,64,63,11,11,52,2,0.0,4,0.0,1.0,57,6,47,2.44949
exact_offset_passkey,test,313,phasewrap_bias,exact_offset_passkey_test_seed313_L64_003,64,63,17,17,46,15,0.0,17,0.0,1.0,41,22,39,2.44949
exact_offset_passkey,test,313,phasewrap_bias,exact_offset_passkey_test_seed313_L64_004,64,63,55,55,8,60,0.0,61,0.0,1.0,3,60,0,2.44949
exact_offset_passkey,test,313,phasewrap_bias,exact_offset_passkey_test_seed313_L64_005,64,63,37,37,26,49,0.0,50,0.0,1.0,45,18,0,2.44949
exact_offset_passkey,train,313,phasewrap_adapter,exact_offset_passkey_train_seed313_L24_000,24,23,6,6,17,103,0.0,104,0.0,1.0,12,11,21,2.395142
exact_offset_passkey,train,313,phasewrap_adapter,exact_offset_passkey_train_seed313_L24_001,24,23,13,13,10,5,0.0,7,0.0,1.0,5,18,67,2.395142
exact_offset_passkey,train,313,phasewrap_adapter,exact_offset_passkey_train_seed313_L24_002,24,23,15,15,8,14,0.0,16,0.0,1.0,13,10,85,2.395142
exact_offset_passkey,train,313,phasewrap_adapter,exact_offset_passkey_train_seed313_L24_003,24,23,9,9,14,15,0.0,16,0.0,1.0,9,14,8,2.395142
exact_offset_passkey,train,313,phasewrap_adapter,exact_offset_passkey_train_seed313_L24_004,24,23,20,20,3,33,0.0,35,0.0,1.0,8,15,92,2.395142
exact_offset_passkey,train,313,phasewrap_adapter,exact_offset_passkey_train_seed313_L24_005,24,23,11,11,12,31,0.0,32,0.0,1.0,17,6,17,2.395142
exact_offset_passkey,train,313,phasewrap_adapter,exact_offset_passkey_train_seed313_L32_000,32,31,8,8,23,81,0.0,83,0.0,1.0,28,3,108,2.409167
exact_offset_passkey,train,313,phasewrap_adapter,exact_offset_passkey_train_seed313_L32_001,32,31,14,14,17,94,0.0,95,0.0,1.0,12,19,70,2.409167
exact_offset_passkey,train,313,phasewrap_adapter,exact_offset_passkey_train_seed313_L32_002,32,31,9,9,22,96,0.0,97,0.0,1.0,17,14,76,2.409167
exact_offset_passkey,train,313,phasewrap_adapter,exact_offset_passkey_train_seed313_L32_003,32,31,19,19,12,1,0.0,3,0.0,1.0,17,14,78,2.409167
exact_offset_passkey,train,313,phasewrap_adapter,exact_offset_passkey_train_seed313_L32_004,32,31,9,9,22,110,0.0,111,0.0,1.0,17,14,34,2.409167
exact_offset_passkey,train,313,phasewrap_adapter,exact_offset_passkey_train_seed313_L32_005,32,31,26,26,5,22,0.0,24,0.0,1.0,0,31,25,2.409167
exact_offset_passkey,validation,313,phasewrap_adapter,exact_offset_passkey_validation_seed313_L40_000,40,39,34,34,5,83,0.0,84,0.0,1.0,0,39,80,2.417438
exact_offset_passkey,validation,313,phasewrap_adapter,exact_offset_passkey_validation_seed313_L40_001,40,39,11,11,28,67,0.0,69,0.0,1.0,33,6,106,2.417438
exact_offset_passkey,validation,313,phasewrap_adapter,exact_offset_passkey_validation_seed313_L40_002,40,39,31,31,8,94,0.0,95,0.0,1.0,13,26,19,2.417438
exact_offset_passkey,validation,313,phasewrap_adapter,exact_offset_passkey_validation_seed313_L40_003,40,39,12,12,27,82,0.0,83,0.0,1.0,32,7,14,2.417438
exact_offset_passkey,validation,313,phasewrap_adapter,exact_offset_passkey_validation_seed313_L40_004,40,39,9,9,30,86,0.0,87,0.0,1.0,25,14,39,2.417438
exact_offset_passkey,validation,313,phasewrap_adapter,exact_offset_passkey_validation_seed313_L40_005,40,39,5,5,34,89,0.0,91,0.0,1.0,29,10,107,2.417438
exact_offset_passkey,test,313,phasewrap_adapter,exact_offset_passkey_test_seed313_L48_000,48,47,24,24,23,49,0.0,51,0.0,1.0,18,29,63,2.422894
exact_offset_passkey,test,313,phasewrap_adapter,exact_offset_passkey_test_seed313_L48_001,48,47,30,30,17,62,0.0,64,0.0,1.0,22,25,76,2.422894
exact_offset_passkey,test,313,phasewrap_adapter,exact_offset_passkey_test_seed313_L48_002,48,47,34,34,13,73,0.0,74,0.0,1.0,8,39,60,2.422894
exact_offset_passkey,test,313,phasewrap_adapter,exact_offset_passkey_test_seed313_L48_003,48,47,9,9,38,55,0.0,56,0.0,1.0,33,14,35,2.422894
exact_offset_passkey,test,313,phasewrap_adapter,exact_offset_passkey_test_seed313_L48_004,48,47,15,15,32,68,0.0,70,0.0,1.0,37,10,79,2.422894
exact_offset_passkey,test,313,phasewrap_adapter,exact_offset_passkey_test_seed313_L48_005,48,47,17,17,30,77,0.0,79,0.0,1.0,25,22,99,2.422894
exact_offset_passkey,test,313,phasewrap_adapter,exact_offset_passkey_test_seed313_L64_000,64,63,40,40,23,17,0.0,19,0.0,1.0,18,45,105,2.429648
exact_offset_passkey,test,313,phasewrap_adapter,exact_offset_passkey_test_seed313_L64_001,64,63,16,16,47,0,0.0,2,0.0,1.0,42,21,59,2.429648
exact_offset_passkey,test,313,phasewrap_adapter,exact_offset_passkey_test_seed313_L64_002,64,63,11,11,52,2,0.0,4,0.0,1.0,57,6,47,2.429648
exact_offset_passkey,test,313,phasewrap_adapter,exact_offset_passkey_test_seed313_L64_003,64,63,17,17,46,15,0.0,17,0.0,1.0,41,22,39,2.429648
exact_offset_passkey,test,313,phasewrap_adapter,exact_offset_passkey_test_seed313_L64_004,64,63,55,55,8,60,0.0,61,0.0,1.0,3,60,0,2.429648
exact_offset_passkey,test,313,phasewrap_adapter,exact_offset_passkey_test_seed313_L64_005,64,63,37,37,26,49,0.0,50,0.0,1.0,21,42,5,2.429648
exact_offset_passkey,train,317,no_position,exact_offset_passkey_train_seed317_L24_000,24,23,14,14,9,67,0.0,68,0.0,1.0,0,23,3,0.0
exact_offset_passkey,train,317,no_position,exact_offset_passkey_train_seed317_L24_001,24,23,8,8,15,68,0.0,70,0.0,1.0,0,23,77,0.0
exact_offset_passkey,train,317,no_position,exact_offset_passkey_train_seed317_L24_002,24,23,9,9,14,76,0.0,77,0.0,1.0,0,23,66,0.0
exact_offset_passkey,train,317,no_position,exact_offset_passkey_train_seed317_L24_003,24,23,13,13,10,87,0.0,89,0.0,1.0,0,23,93,0.0
exact_offset_passkey,train,317,no_position,exact_offset_passkey_train_seed317_L24_004,24,23,3,3,20,84,0.0,85,0.0,1.0,0,23,41,0.0
exact_offset_passkey,train,317,no_position,exact_offset_passkey_train_seed317_L24_005,24,23,17,17,6,105,0.0,106,0.0,1.0,0,23,22,0.0
exact_offset_passkey,train,317,no_position,exact_offset_passkey_train_seed317_L32_000,32,31,24,24,7,53,0.0,55,0.0,1.0,0,31,100,0.0
exact_offset_passkey,train,317,no_position,exact_offset_passkey_train_seed317_L32_001,32,31,10,10,21,46,0.0,47,0.0,1.0,0,31,22,0.0
exact_offset_passkey,train,317,no_position,exact_offset_passkey_train_seed317_L32_002,32,31,9,9,22,52,0.0,53,0.0,1.0,0,31,38,0.0
exact_offset_passkey,train,317,no_position,exact_offset_passkey_train_seed317_L32_003,32,31,19,19,12,69,0.0,71,0.0,1.0,0,31,104,0.0
exact_offset_passkey,train,317,no_position,exact_offset_passkey_train_seed317_L32_004,32,31,17,17,14,74,0.0,75,0.0,1.0,0,31,0,0.0
